0.0283	0.0705	0.1309	0.2223	0.4772	0.2999	0.0000	0.0000	 0.0000	
0.0247	0.0625	0.1297	0.1609	0.4482	0.3506	0.0000	0.0000	 0.0000	
0.0400	0.0729	0.0974	0.1100	0.4918	0.3247	0.0000	0.0000	 0.0000	
0.0106	0.0465	0.3759	0.2111	0.3901	0.3635	0.0000	0.0000	 0.0000	
0.0106	0.0385	0.1861	0.4711	0.3611	0.3754	0.0000	0.0000	 0.0000	
0.1519	0.1827	0.0123	0.1122	0.6515	0.2708	0.0000	1.0000	 1.0000	
0.0342	0.0264	0.0061	0.0136	0.6079	0.9307	0.0000	0.0000	 0.0000	
0.0224	0.0184	0.0317	0.0288	0.4627	0.8525	0.0000	0.0000	 0.0000	
0.0671	0.0865	0.0222	0.0475	0.4627	0.5277	0.0000	0.0000	 0.0000	
0.0813	0.0946	0.0259	0.1150	0.5063	0.3896	0.0000	0.0000	 0.0000	
0.0224	0.0361	0.0740	0.0874	0.5731	0.5081	0.0000	0.0000	 0.0000	
0.0754	0.1426	0.0627	0.1785	0.3611	0.2168	0.0000	0.0000	 0.0000	
0.3522	0.3590	0.0015	0.0411	0.3465	0.5083	0.0000	1.0000	 1.0000	
0.3522	0.3990	0.0107	0.0803	0.2739	0.1284	0.0000	1.0000	 1.0000	
0.0707	0.0865	0.0246	0.0936	0.4918	0.3495	0.5038	0.0000	 0.0000	
0.0021	0.0024	0.2798	0.0182	0.9274	0.9935	0.5038	0.0000	 0.0000	
0.1519	0.2468	0.0110	0.1602	0.4482	0.1942	0.5038	1.0000	 1.0000	
0.2462	0.3830	0.0062	0.0952	0.4337	0.1435	0.5038	1.0000	 1.0000	
0.1402	0.2628	0.0208	0.1038	0.4337	0.2395	0.5038	1.0000	 1.0000	
0.7173	0.6394	0.0043	0.0248	0.3465	0.0615	0.5038	1.0000	 1.0000	
0.2462	0.3109	0.0070	0.0878	0.3320	0.1834	0.5038	1.0000	 1.0000	
0.0989	0.1026	0.0167	0.1093	0.5063	0.3010	0.5038	0.0000	 0.0000	
0.6820	0.6074	0.0002	0.0379	0.4046	0.0690	0.5038	1.0000	 1.0000	
0.8469	0.6955	0.0052	0.0221	0.2739	0.0410	0.5038	1.0000	 1.0000	
0.8704	0.6394	0.0001	0.0285	0.3175	0.0334	0.5038	1.0000	 1.0000	
0.4700	0.4872	0.0019	0.0537	0.4627	0.1187	0.5038	1.0000	 1.0000	
0.0082	0.0104	0.1279	0.0375	0.7822	0.9234	0.5038	0.0000	 0.0000	
0.0035	0.0040	0.2206	0.0193	0.8257	0.9795	0.5038	0.0000	 0.0000	
0.0836	0.0785	0.0122	0.1392	0.6370	0.6710	0.5038	0.0000	 0.0000	
0.6113	0.5673	0.0004	0.0432	0.4918	0.0906	0.5038	1.0000	 1.0000	
0.3640	0.4872	0.0064	0.0515	0.4627	0.1316	0.5038	1.0000	 1.0000	
0.8822	0.6554	0.0028	0.0200	0.3611	0.0313	0.5038	1.0000	 1.0000	
0.5995	0.5673	0.0006	0.0436	0.4482	0.0863	0.5038	1.0000	 1.0000	
0.2226	0.2468	0.0073	0.1002	0.5353	0.2039	0.5038	1.0000	 1.0000	
0.1519	0.2869	0.0096	0.1467	0.5498	0.2524	0.5038	1.0000	 1.0000	
0.0047	0.0056	0.1999	0.0169	0.9129	0.9612	0.5038	0.0000	 0.0000	
0.0047	0.0048	0.1033	0.0202	0.9274	0.9914	0.5038	0.0000	 0.0000	
0.5642	0.6154	0.0009	0.0592	0.4337	0.0615	0.5038	1.0000	 1.0000	
0.5995	0.6154	0.0008	0.0535	0.3175	0.0787	0.5038	1.0000	 1.0000	
0.9411	0.7035	0.0033	0.0195	0.2304	0.0043	0.5038	1.0000	 1.0000	
0.8233	0.6394	0.0052	0.0182	0.3030	0.0496	0.5038	1.0000	 1.0000	
0.3051	0.3269	0.0041	0.0788	0.4772	0.1607	0.5038	1.0000	 1.0000	
0.1284	0.1667	0.0128	0.1652	0.5353	0.2546	0.5038	1.0000	 1.0000	
0.1284	0.1907	0.0127	0.1162	0.5789	0.3074	0.5038	1.0000	 1.0000	
0.1519	0.2388	0.0110	0.1333	0.4772	0.2416	0.5038	1.0000	 1.0000	
0.1873	0.2388	0.0136	0.0826	0.5353	0.2319	0.5038	1.0000	 1.0000	
0.1284	0.1587	0.0128	0.1151	0.5353	0.3085	0.5038	0.0000	 1.0000	
0.0059	0.0056	0.0682	0.0223	0.8838	0.9881	0.5038	0.0000	 0.0000	
0.0024	0.0024	0.2896	0.0177	0.9129	0.9957	0.5038	0.0000	 0.0000	
0.1284	0.1667	0.0105	0.1772	0.5498	0.4088	0.5038	0.0000	 0.0000	
0.5642	0.5673	0.0097	0.0461	0.4046	0.1003	0.5038	1.0000	 1.0000	
0.3404	0.4071	0.0095	0.0470	0.4192	0.1456	0.5038	1.0000	 1.0000	
0.5642	0.5833	0.0082	0.0377	0.3611	0.0928	0.5038	1.0000	 1.0000	
0.1284	0.1747	0.0128	0.1432	0.4627	0.2794	0.5038	0.0000	 1.0000	
0.1166	0.1587	0.0150	0.1532	0.4918	0.3010	0.5038	0.0000	 1.0000	
0.0389	0.0417	0.0309	0.0000	0.5353	0.7843	0.5038	0.0000	 0.0000	
0.0177	0.0152	0.0341	0.0173	0.6224	0.9741	0.5038	0.0000	 0.0000	
0.2697	0.3990	0.0091	0.0738	0.4046	0.1424	0.5038	1.0000	 1.0000	
0.2226	0.3189	0.0073	0.1002	0.3901	0.1920	0.5038	1.0000	 1.0000	
0.2226	0.3189	0.0132	0.0648	0.4627	0.2298	0.5038	1.0000	 1.0000	
0.3522	0.4712	0.0090	0.0560	0.3901	0.1348	0.5038	1.0000	 1.0000	
0.2933	0.3990	0.0184	0.0729	0.4482	0.1532	0.5038	1.0000	 1.0000	
0.1166	0.1587	0.0136	0.1331	0.5208	0.3172	0.5038	1.0000	 1.0000	
0.1166	0.1346	0.0122	0.0970	0.4627	0.3786	0.5038	1.0000	 1.0000	
0.1284	0.1587	0.0119	0.0886	0.4918	0.2999	0.5038	0.0000	 0.0000	
0.1991	0.2388	0.0065	0.1120	0.5644	0.2481	0.5038	1.0000	 1.0000	
0.2226	0.3269	0.0064	0.1094	0.5208	0.1812	0.5038	1.0000	 1.0000	
0.2933	0.3189	0.0178	0.0504	0.3756	0.1877	0.5038	1.0000	 1.0000	
0.3993	0.4231	0.0080	0.0374	0.3030	0.1618	0.5038	1.0000	 1.0000	
0.5878	0.6074	0.0010	0.0424	0.3320	0.0917	0.5038	1.0000	 1.0000	
0.0001	0.0002	1.0000	1.0000	0.7096	0.9342	0.5038	0.0000	 0.0000	
0.1519	0.2308	0.0136	0.1096	0.5498	0.2578	0.5038	1.0000	 1.0000	
0.2580	0.3269	0.0105	0.0728	0.4482	0.1402	0.5038	1.0000	 1.0000	
0.2108	0.2788	0.0165	0.0730	0.4192	0.1802	0.5038	1.0000	 1.0000	
0.1402	0.2147	0.0136	0.1397	0.5063	0.2481	0.5038	1.0000	 1.0000	
0.0224	0.0208	0.0447	0.0204	0.6079	0.9105	0.5038	0.0000	 0.0000	
0.0118	0.0112	0.0591	0.0206	0.7241	0.9493	0.5038	0.0000	 0.0000	
0.0106	0.0104	0.0533	0.0185	0.8693	0.9806	0.5038	0.0000	 0.0000	
0.3286	0.3750	0.0038	0.0695	0.5353	0.1532	0.5038	1.0000	 1.0000	
0.4935	0.5593	0.0099	0.0657	0.3175	0.0863	0.5038	1.0000	 1.0000	
1.0000	1.0000	0.0031	0.0432	0.2885	0.0011	0.5038	1.0000	 1.0000	
0.0130	0.0112	0.0452	0.0156	0.8403	0.9881	0.5038	0.0000	 0.0000	
0.0100	0.0088	0.0545	0.0182	0.8403	0.9817	0.5038	0.0000	 0.0000	
0.0100	0.0088	0.0490	0.0202	0.9855	0.9989	0.5038	0.0000	 0.0000	
