0.2100	0.1900	0.9100	1.3000	17.6000	1.0900	 1.5227	
0.5900	0.4700	0.7600	4.9000	36.4000	7.0500	 3.4794	
0.1300	0.1200	0.8800	0.5000	10.8000	0.9400	 0.8010	
0.2500	0.2200	0.9500	1.7000	21.3000	2.5800	 2.6184	
0.1200	0.1100	0.8600	0.4000	9.7000	0.4900	 0.4858	
0.2500	0.2300	1.0100	1.7000	23.7000	4.6800	 3.8874	

0.2900	0.2600	0.9800	2.1000	26.0000	3.5200	 3.4010	
0.1200	0.1100	0.8600	0.4000	9.7000	0.3500	 0.4858	
0.2900	0.2600	0.9900	2.1000	26.3000	4.3500	 3.5689	
0.1400	0.1300	0.8700	0.6000	11.5000	0.6500	 0.6250	
0.1400	0.1300	0.8300	0.7000	11.0000	0.2000	 0.0960	
0.3200	0.2700	0.9500	2.3000	26.2000	3.4400	 3.1208	
0.1400	0.1400	0.8700	0.7000	12.4000	0.4600	 0.5073	
0.1500	0.1400	0.8300	0.7000	11.9000	0.3500	 0.3165	
0.1100	0.1000	0.8700	0.4000	8.9000	0.3200	 0.3195	
0.1400	0.1300	0.8700	0.6000	11.5000	0.5500	 0.6250	
0.3500	0.3500	0.9900	2.7000	35.4000	2.9800	 2.9487	
0.4600	0.3800	0.7000	3.7000	21.1000	3.6900	 3.6851	
0.1500	0.1400	0.8800	0.7000	12.6000	0.5700	 0.7715	
0.1600	0.1500	0.8400	0.8000	12.9000	0.3400	 0.3995	
0.5800	0.4600	0.7200	4.8000	33.8000	3.3700	 3.5736	
0.3300	0.2800	0.9500	2.4000	27.1000	3.4700	 3.1880	
0.1500	0.1400	0.8900	0.7000	12.7000	1.6000	 0.9636	
0.3200	0.2800	1.0000	2.3000	28.6000	3.3700	 3.4060	
0.1300	0.1200	0.8800	0.6000	10.8000	0.6900	 0.5226	
0.3100	0.2700	0.9900	2.2000	27.3000	2.5200	 3.2686	
0.3000	0.2600	0.9800	2.1000	26.0000	3.3300	 3.1100	
0.1300	0.1300	0.8600	0.6000	11.4000	0.3300	 0.3287	
0.1400	0.1300	0.8700	0.6000	11.5000	0.5200	 0.6250	
0.1100	0.1100	0.8500	0.4000	9.5000	0.3100	 0.1701	
0.1600	0.1500	0.8900	0.8000	13.6000	0.8700	 0.9646	
0.1900	0.1700	0.9100	1.1000	15.8000	2.0200	 1.3991	
0.5900	0.4600	0.7500	4.9000	35.2000	5.3300	 5.3961	
0.2400	0.2100	0.9300	1.6000	19.9000	1.3800	 2.1842	
0.1300	0.1200	0.8700	0.5000	10.7000	0.4900	 0.6154	
0.1700	0.1600	0.9000	0.9000	14.7000	1.1500	 1.1614	
0.1400	0.1300	0.8800	0.6000	11.7000	0.9400	 0.7760	
0.3300	0.2900	0.9900	2.5000	29.3000	4.1600	 4.0022	
0.2200	0.1900	0.9400	1.4000	18.2000	2.6800	 2.2235	
0.5000	0.4100	0.7100	4.1000	29.7000	4.6600	 4.6082	
0.2000	0.1800	0.9200	1.2000	16.9000	1.2300	 1.6440	
0.3400	0.3000	0.9900	2.6000	30.3000	3.6500	 4.0536	
0.1100	0.1000	0.8500	0.3000	8.7000	0.3200	 0.3909	
0.2600	0.2300	0.9600	1.8000	22.5000	2.3500	 2.8736	
0.2000	0.1800	0.8500	1.2000	15.6000	0.8100	 0.8090	
0.1400	0.1300	0.8900	0.7000	11.8000	0.3500	 0.7534	
0.1200	0.1200	0.8700	0.5000	10.7000	0.4500	 0.4441	
0.6000	0.4700	0.7300	5.0000	35.0000	4.5400	 4.3338	
